gene,name,p_val,p_val_adj,pct_1,pct_2,pct_diff,avg_log2FC,clusterName,celltype_id,species,tissue,dataset
Zm00001d006885,Zm00001d006885,7.65796931947732e-21,5.15381335200824e-16,0.234,0.053,0.181,0.761264135950716,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d043196,Zm00001d043196,9.00591894203453e-21,6.06098344798924e-16,0.387,0.122,0.265,0.913153412964338,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d023735,SP1L5,1.1710553345418501e-20,7.88120240146667e-16,0.788,0.463,0.325,1.08070293381454,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d002428,Zm00001d002428,1.6202185359752902e-20,1.09040707471137e-15,0.226,0.051,0.175,0.72132653193022,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d052025,Zm00001d052025,1.68506006987458e-20,1.13404542702559e-15,0.876,0.648,0.228,0.955394064988524,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d045305,iqd9,2.15896901065907e-20,1.4529861441735602e-15,0.234,0.053,0.181,0.684908684736193,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d035082,GH9B17,2.3985871938014002e-20,1.61424918142834e-15,0.299,0.08,0.219,0.686125931977747,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d009858,Zm00001d009858,2.8590744429754704e-20,1.9241571001224902e-15,0.27,0.067,0.203,0.708593009159995,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d000038,PK3AT,3.06914159627629e-20,2.06553229429394e-15,0.255,0.063,0.192,0.712306127454469,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d013546,Zm00001d013546,3.4898309628092504e-20,2.34865623797063e-15,0.599,0.297,0.302,1.21928446872493,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d049662,Zm00001d049662,4.10425484378759e-20,2.7621635098690503e-15,0.234,0.054,0.18,0.578511432746876,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d038342,Zm00001d038342,6.384523843360431e-20,4.29678454658157e-15,0.263,0.068,0.195,0.99463828429541,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d006605,SCAMP4,7.133065081963491e-20,4.800552800161431e-15,0.35,0.109,0.241,0.90369479023909,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d011369,Zm00001d011369,7.847540326038641e-20,5.2813946394240104e-15,0.38,0.127,0.253,1.00160369716424,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d051420,COR47,9.44078518532671e-20,6.3536484297248805e-15,0.971,0.897,0.074,0.946264090523159,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d047797,AXS1,1.0368404874655701e-19,6.97793648064331e-15,0.372,0.125,0.247,1.00522138591648,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d019542,Zm00001d019542,1.16130487203733e-19,7.81558178881121e-15,0.263,0.069,0.194,1.00887368567671,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d006623,PGIP2,1.20172800359812e-19,8.08762946421535e-15,0.372,0.12,0.252,0.886525164430489,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d010201,MYB49,1.70735820937008e-19,1.1490520749060701e-14,0.263,0.067,0.196,0.697163695608396,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d035156,GAPC,2.28056033352112e-19,1.53481710445971e-14,0.869,0.612,0.257,1.05482699622001,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d032838,Zm00001d032838,2.29277816315204e-19,1.54303970380132e-14,0.248,0.061,0.187,0.690540759107829,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d035720,Zm00001d035720,2.43639530605511e-19,1.63969404097509e-14,0.54,0.231,0.309,0.945471497119863,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d034072,UGD2,2.93698322023101e-19,1.97658970721547e-14,0.336,0.103,0.233,0.812900643175355,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d013825,Zm00001d013825,3.07956710873704e-19,2.07254866418002e-14,0.372,0.123,0.249,0.990859574569571,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d028218,Zm00001d028218,3.29539241801725e-19,2.21779909732561e-14,0.416,0.151,0.265,1.07137495874433,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d008295,TUB4,3.5373482993453903e-19,2.38063540545945e-14,0.562,0.251,0.311,1.01375939144166,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d028726,PDIL5-1,3.5814753941001803e-19,2.41033294022942e-14,0.343,0.111,0.232,0.977619498999289,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d042985,Zm00001d042985,9.7217372022372e-19,6.542729137105631e-14,0.299,0.087,0.212,0.906299706765231,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d027527,Zm00001d027527,1.3385097182147699e-18,9.0081704035854e-14,0.387,0.138,0.249,0.986311706547013,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d005579,LPP3,1.67611023759733e-18,1.1280221899029998e-13,0.285,0.081,0.204,0.76382846402053,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d045112,Zm00001d045112,2.4089374578277e-18,1.62121490911804e-13,0.241,0.061,0.18,0.680061472617336,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d022234,Zm00001d022234,4.05490788037731e-18,2.7289530034939297e-13,0.299,0.089,0.21,0.92675166535867,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d036654,Zm00001d036654,5.09816333828054e-18,3.4310639266628e-13,0.212,0.049,0.163,0.564388674145195,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d051803,Zm00001d051803,1.0311991631603601e-17,6.93997036806923e-13,0.387,0.14,0.247,0.958780440547873,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d011850,Zm00001d011850,1.17089983372395e-17,7.88015588096218e-13,0.496,0.213,0.283,0.929515162984148,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d044271,Zm00001d044271,1.39889918673195e-17,9.41459152670599e-13,0.343,0.114,0.229,0.82249050808647,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d007009,Zm00001d007009,1.59248499029576e-17,1.0717423984690498e-12,0.277,0.079,0.198,0.677477666945242,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d010171,PPa1,1.8194457936655602e-17,1.2244870191369199e-12,0.321,0.103,0.218,1.17608788308168,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d008387,RPS5B,1.94603113873045e-17,1.30967895636559e-12,0.818,0.516,0.302,0.881840597876678,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d011433,Zm00001d011433,2.2021638840018e-17,1.48205629393321e-12,0.219,0.053,0.166,0.589818241449342,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
ZmaLNC012959,ZmaLNC012959,3.78469267346018e-17,2.5470981692386996e-12,0.942,0.842,0.1,0.921206990816299,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d041760,CYP78A9,4.2131609173245304e-17,2.83545729735941e-12,0.934,0.723,0.211,0.711451102190517,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d033707,Zm00001d033707,4.6444123569271905e-17,3.125689516212e-12,0.504,0.219,0.285,0.871961989749283,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d029424,Zm00001d029424,5.2492338596215e-17,3.53273438752527e-12,0.219,0.054,0.165,0.550235299131874,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d028712,ADT1,5.66750982216415e-17,3.81423411031647e-12,0.204,0.049,0.155,0.714808602234355,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d039403,EBS3,6.49924184852344e-17,4.37398976405628e-12,0.299,0.094,0.205,0.886720155639487,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d001080,Zm00001d001080,1.29392900275928e-16,8.708142188569949e-12,0.825,0.532,0.293,0.842471808871326,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d037275,Zm00001d037275,1.30858125239111e-16,8.80675182859215e-12,0.869,0.687,0.182,1.04081284279363,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d030094,ROS3,1.35442007501265e-16,9.11524710483511e-12,0.255,0.072,0.183,0.772050141817142,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d020201,Zm00001d020201,1.86503701515686e-16,1.25516991120057e-11,0.912,0.704,0.208,0.787123519461336,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d035990,Zm00001d035990,1.89115546735682e-16,1.27274762953114e-11,0.234,0.061,0.173,0.540071082569717,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d049674,RPP1.2,2.13868948350105e-16,1.4393380223962099e-11,0.774,0.492,0.282,0.817368860824847,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d045509,Zm00001d045509,2.26129312139369e-16,1.52185027069795e-11,0.555,0.269,0.286,1.09905950269561,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d037505,UXT2,2.29811131248535e-16,1.5466289133026397e-11,0.394,0.151,0.243,0.834073057013536,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d028755,SIRANBP,2.56280246815763e-16,1.7247660610700798e-11,0.693,0.383,0.31,0.797005649734968,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d012979,Zm00001d012979,2.70201828681901e-16,1.8184583070291897e-11,0.307,0.098,0.209,0.703662768006729,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d046508,Zm00001d046508,2.87556382107673e-16,1.9352544515846398e-11,0.292,0.092,0.2,0.825613539835592,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d032830,Zm00001d032830,3.17405833488145e-16,2.1361412593752097e-11,0.555,0.27,0.285,0.883966508590921,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d017964,Zm00001d017964,3.44241880246009e-16,2.3167478540556398e-11,0.387,0.144,0.243,0.890320220839945,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d006479,CPK23,3.50264742305704e-16,2.3572817157173897e-11,0.358,0.128,0.23,0.754602512383572,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d026547,Zm00001d026547,3.72304756790571e-16,2.5056110132005397e-11,0.453,0.2,0.253,1.05443101743358,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d043443,MAN2,3.82973435324544e-16,2.5774112197341798e-11,0.438,0.179,0.259,0.942793295889646,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d009415,Zm00001d009415,4.39134004329062e-16,2.9553718491345896e-11,0.277,0.083,0.194,0.692232015894828,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d001870,PEX22,5.49479537902361e-16,3.69799729008289e-11,0.234,0.064,0.17,0.698109958649953,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d007029,ATCBK3,5.70254336483953e-16,3.837811684537e-11,0.248,0.07,0.178,0.627256589990543,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d017110,Zm00001d017110,6.02566602686388e-16,4.055273236079389e-11,0.241,0.067,0.174,0.665191594659024,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d053863,Zm00001d053863,6.672910689663201e-16,4.4908688941433295e-11,0.927,0.791,0.136,0.769438637970402,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d009127,ACLB-1,1.0274781167804402e-15,6.914927725932339e-11,0.35,0.129,0.221,0.822577669459413,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d005590,NAT1,1.0528497178807402e-15,7.0856786013374e-11,0.328,0.111,0.217,0.77230998315251,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d023239,SMU2,1.1419765002926501e-15,7.68550184696954e-11,0.234,0.065,0.169,0.658598572607777,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d040603,Zm00001d040603,1.4609366866585e-15,9.832103901211679e-11,0.358,0.132,0.226,0.816578185300042,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d026214,Zm00001d026214,1.94415497871701e-15,1.30841630067655e-10,0.526,0.249,0.277,0.926577680670038,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d042525,OLI7,2.4094318408247003e-15,1.62154762887503e-10,0.869,0.713,0.156,0.756759625975431,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d033283,FKD1,2.53530455885751e-15,1.7062599681111002e-10,0.46,0.188,0.272,0.623174592599014,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d017882,Zm00001d017882,3.9204575059289005e-15,2.63846790149015e-10,0.241,0.069,0.172,0.59037480213583,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d043113,ARFA1E,4.69464008822751e-15,3.15949277937711e-10,0.212,0.058,0.154,0.751700796666088,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d049081,Zm00001d049081,4.8589821787056e-15,3.27009500626887e-10,0.277,0.086,0.191,0.690935842721785,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d017274,Zm00001d017274,5.1483064829109e-15,3.46481026299904e-10,0.343,0.123,0.22,0.804169110676541,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d013086,PFL,6.09196014180265e-15,4.09988917543318e-10,0.759,0.486,0.273,0.782509375199657,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d034405,Zm00001d034405,6.2873608731656904e-15,4.23139386764051e-10,0.292,0.095,0.197,0.662846069880614,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d024239,ATG8C,6.5813530347554505e-15,4.4292505923904203e-10,0.241,0.07,0.171,0.553478557761105,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d028653,GER2,9.38167230178278e-15,6.31386545909981e-10,0.394,0.161,0.233,0.866963536972061,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d015399,Zm00001d015399,1.0983348044673101e-14,7.39179323406498e-10,0.358,0.13,0.228,0.613999896141748,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d052618,AXR4,1.18740811152633e-14,7.99125659057219e-10,0.255,0.078,0.177,0.722752015098995,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d034049,COBL4,1.22775234406984e-14,8.26277327559004e-10,0.526,0.253,0.273,0.802142269600692,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d050216,Zm00001d050216,1.2284698015111e-14,8.26760176416968e-10,0.38,0.157,0.223,1.01807864429433,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d005334,RUB2,1.3551824688307e-14,9.120378015230631e-10,0.737,0.468,0.269,0.885303188922373,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d047329,Zm00001d047329,1.43273131837219e-14,9.64228177264487e-10,0.248,0.074,0.174,0.838462011100357,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d038558,Zm00001d038558,1.53419547917635e-14,1.0325135574856901e-09,0.555,0.28,0.275,1.1271049682056,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d040279,Zm00001d040279,1.72433096608062e-14,1.16047474017226e-09,0.219,0.061,0.158,0.647807797258598,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d042114,AthCYSTM12,1.78475394670279e-14,1.2011394061309701e-09,0.723,0.458,0.265,1.10134886465635,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d013626,Zm00001d013626,2.1030549652257e-14,1.41535599159689e-09,0.474,0.219,0.255,0.809895594548991,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d001979,RGP5,2.12372735499496e-14,1.4292685099116101e-09,0.474,0.22,0.254,0.832628167233842,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d019279,TADA,2.34765486904027e-14,1.5799717268641e-09,0.27,0.089,0.181,0.938993390514806,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d040323,CML11,2.50854615322054e-14,1.6882515611174302e-09,0.518,0.255,0.263,0.88410668445251,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d038164,Zm00001d038164,2.91990349993005e-14,1.96509505545292e-09,0.285,0.094,0.191,0.690782813394875,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d052379,Zm00001d052379,3.19642623856486e-14,2.1511948585541504e-09,0.212,0.059,0.153,0.615339031621665,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d048169,Zm00001d048169,3.8660464730523e-14,2.6018492763642e-09,0.219,0.062,0.157,0.684398344975647,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d044514,UBP6,4.44089676905788e-14,2.9887235255759504e-09,0.336,0.126,0.21,0.796007489869587,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d043158,Zm00001d043158,5.4734362358993105e-14,3.6836225867602403e-09,0.416,0.169,0.247,0.71679116643904,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d051211,Zm00001d051211,5.63135285812135e-14,3.78990047351567e-09,0.496,0.238,0.258,0.845940154250351,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d018217,Zm00001d018217,6.66020688154107e-14,4.482319231277141e-09,0.358,0.137,0.221,0.698880663018688,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d036737,Zm00001d036737,6.9643995178042e-14,4.68704087548223e-09,0.46,0.207,0.253,0.904996672227442,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d034790,Zm00001d034790,9.304081304436011e-14,6.261646717885431e-09,0.847,0.661,0.186,0.736667423892402,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d017547,ET3,1.04916069324739e-13,7.060851465554921e-09,0.584,0.293,0.291,0.947098422706586,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d016059,Zm00001d016059,1.3384365160862e-13,9.00767775326011e-09,0.693,0.414,0.279,0.791214692971704,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d024936,Zm00001d024936,1.4291322069828e-13,9.61805975299423e-09,0.299,0.107,0.192,0.73035311418521,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d010901,Zm00001d010901,2.25797519675417e-13,1.51961730741555e-08,0.423,0.186,0.237,0.777308120725521,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d014954,TCTP2,2.5748028379891e-13,1.73284230996666e-08,0.562,0.297,0.265,0.716088626324947,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d037381,Zm00001d037381,2.6505187792486797e-13,1.78379913843436e-08,0.38,0.161,0.219,0.848129264093554,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d017617,Zm00001d017617,2.72458736761254e-13,1.83364729840324e-08,0.46,0.226,0.234,0.915148226500623,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d030126,Zm00001d030126,3.08918405269063e-13,2.07902086746079e-08,0.314,0.117,0.197,0.743902344661015,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d010538,RAB8,3.63269048876731e-13,2.4448006989404e-08,0.423,0.194,0.229,0.875061810763366,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d047536,Zm00001d047536,4.05749845227497e-13,2.73069645838106e-08,0.46,0.219,0.241,0.869606234675822,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d017742,Zm00001d017742,4.11578221677914e-13,2.76992143189236e-08,0.226,0.068,0.158,0.546518220325731,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d021615,AtcathB2,4.19510592411335e-13,2.82330628692828e-08,0.409,0.177,0.232,0.739171363448766,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d000310,Zm00001d000310,4.20160125764732e-13,2.82767764639665e-08,0.54,0.292,0.248,0.909303326303648,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d023838,AUXILIN-LIKE1,5.36567938419222e-13,3.61110222556136e-08,0.416,0.179,0.237,0.614861930926469,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d021421,Zm00001d021421,8.83712561229019e-13,5.9473855370713e-08,0.387,0.173,0.214,0.89536199814708,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
Zm00001d039106,Zm00001d039106,8.99857266901961e-13,6.0560394062502e-08,0.584,0.311,0.273,0.77505200134706,Phloem,zea_mays->PO:0020136->PO:0009015->PO:0005417,zea_mays,Ear inflorescence,SRP272727_23_26
